,titles,first_ps,authors,reply_lps,reply_qs,found_time,ltimes,year,fields
300,佛力最能改变人心（转载）净土法门因为仰仗阿弥陀佛四十八愿的力,佛力最能改变人心（转载） 净土法门因为仰仗阿弥陀佛四十八愿的力量，简单、容易，让所有人都可以回心，都可以来念佛，都可以从心中改变自我。刚强众生在阿弥陀佛无量光明的加持下，就会变得柔软。 1.佛光给人欢喜 阿弥陀佛有十二种光：无量光、无边光、无碍光、清净光、欢喜光、智慧光、难思光、无称光、超日月光等，这种种的“光”就是我们众生所需要的。 众生心中有无明，有烦恼，有业障。如此有无明有烦恼的人，自自然然心就不和,贴吧用户_...,贴吧用户_...,0,2020/6/24,6月24日,2020,6769290017
301,"我有个朋友(学妹)，她说自己被霸凌家暴过,家里也从小被教育负","我有个朋友(学妹)，她说自己被霸凌家暴过,家里也从小被教育负能量思想,管的很严动不动就查手机不允许私自下软件(比如QQ音乐)删微信好友，之前就一直说想自杀什么的。现在她微信号被她父母注销了,还叫我以后不要再联系她。我应不应该管这件事?",2311ef88,何以解忧2...,2,2020/6/19,6月23日,2020,6759477095
302,增强公共卫生意识，全民总动员，疫情可防可控可治,增强公共卫生意识，全民总动员，疫情可防可控可治,寒潭玄曳...,寒潭玄曳...,16,2020/1/23,6月23日,2020,6457264454
303,求助!,我有一个同学，初中生，在她家里一直被父母毒打，被她弟弟欺负他父母也袒护着她弟弟。现在她说她想不开了，也不想让我们帮助她报警走法律程序，请问有没有懂法的来告诉我一系列程序该怎么走以及怎么劝说她及时向外人求助？具体情况她不肯透露，只需要有人能告诉我们这方面的法律就可！,Gracie,Sutaeprince,45,2020/5/7,6月21日,2020,6665699801
304,我的家暴不存在争议（父子）,走路没有沿直线行走、走路步子太长（太短）、走路头没抬起来、走路甩胳膊、走路太快（太慢）……就光一个走路都能找出无数理由家暴，这种男人本身就是脑子不正常的！,雨夜深瞳,勇气徳_Zirer,2,2020/5/29,6月21日,2020,6711076368
305,孩子厌学,表面上看，是孩子厌学。其深层次原因往往是个人、家庭、学校等多综合因素，互相影响牵连，共同爆发造成了问题。作为成年人，只有了解孩子厌学的成因，才能根据不同问题情况进行有效的支持与协助：通常情况，可能有以下几种原因： （1）个人因素：是否因为孩子不想和他亲近的家人分开，或者患有精神疾患； （2）家庭因素：父母的离异、争吵，父母对于课业过于严格，疏忽孩子等； （3）学校因素：和同学的关系不好，在学校被霸凌欺负，,专注孩...,专注孩...,0,2020/6/20,6月20日,2020,6760938287
306,教大家怎样合法处理家暴问题,《中华人民共和国反家庭暴力法》 第三条　家庭成员之间应当互相帮助，互相关爱，和睦相处，履行家庭义务。 反家庭暴力是国家、社会和每个家庭的共同责任。 国家禁止任何形式的家庭暴力。 第四条　县级以上人民政府负责妇女儿童工作的机构，负责组织、协调、指导、督促有关部门做好反家庭暴力工作。,糊糊涂涂...,小小时尚店,33,2018/2/1,6月20日,2020,5555766894
307,解决家庭矛盾关系,家庭夫妻和睦 夫妻的成长培训课程，夫妻关系是家庭的第一关系 改善提升夫妻关系，亲子关系，婆媳关系，综合提高应对社会各种关系的心理知识和方式技巧。 让困扰您的孩子厌学、孩子沉迷手机或游戏、孩子叛逆、孩子早恋等问题高效解决， 在孩子成长过程中，如果没有特意去培养学习兴趣，孩子进入初中沿用小的教育方式，必然导致孩子逆反，此时要了解孩子心理，改变方法。 联系方式：19139939338（同微信）,专注孩...,专注孩...,0,2020/6/19,6月19日,2020,6758678366
308,专注于家庭,家庭夫妻和睦 夫妻的成长培训课程，夫妻关系是家庭的第一关系 改善提升夫妻关系，亲子关系，婆媳关系，综合提高应对社会各种关系的心理知识和方式技巧。 让困扰您的孩子厌学、孩子沉迷手机或游戏、孩子叛逆、孩子早恋等问题高效解决， 在孩子成长过程中，如果没有特意去培养学习兴趣，孩子进入初中沿用小的教育方式，必然导致孩子逆反，此时要了解孩子心理，改变方法。 联系方式：19139939338（同微信）,专注孩...,专注孩...,0,2020/6/18,6月18日,2020,6756594398
309,家暴会遗传的吧，我男朋友父亲就打他的妈妈，,他打过我，现在要分手了，开心,不叫我洗...,游人106,11,2015/10/1,6月18日,2020,4082276923
310,我24岁结的婚，在结婚以前呢，除了家境不富裕以外其它都挺好的,我24岁结的婚，在结婚以前呢，除了家境不富裕以外其它都挺好的，每天无忧无虑开开心心，但是在结婚以后全不一样了，和婆婆大姑子的关系特别不好，因为她们母女二人的性格都是很强势、非常厉害的那种，而我的和她们恰恰相反，我是属于比较软弱的那种，总会被她们欺负。记得有一次我在哄着孩子玩，当时我大姑子也在，她也和我一起哄着孩子玩，我婆婆在外边回来了。她说：“你去做饭去吧”。她的态度当时是很霸道的。我当时坐在那里没,木鱼声...,木鱼声...,2,2020/6/16,6月17日,2020,6752943405
311,我已经对这个家绝望了，我亲妈不知道为什么就是看不惯我，这次是,我已经对这个家绝望了，我亲妈不知道为什么就是看不惯我，这次是真的忍不了了，我下周五就要小中考了，熬夜复习不小心睡着了，大概一点多我被拎起来，就开始骂我说我多少天不洗澡房间都是臭味，我寄宿学校一周回家一次还是刚回家，发育正常一米六五的十五岁姑娘被指着骂臭本来就不舒服，她让我去洗澡我就顺着她了，本来我刚醒又是劈头盖脸一顿骂还没缓过来，我走进卫生间就先上了个厕所，不到三分钟吧，她就把门踹开站在那看着我，,文禾煊,灰心似彖,37,2018/5/1,6月17日,2020,5696541524
312,【讨论帖】你希望在家暴吧得到什么样的帮助？,心理学上认为，当我们遇到困境的时候，很多时候我们只想把这种困境结束，但是具体到如何结束，如何如愿，却很少有人真正意识到。尤其是，小时候缺少父母引导的孩子，在遇到困境和冲突的时候，他们仅仅能够感受到，对于现在的状况，心里很难过，希望一切早点过去。但是，具体到如何去做，以及自己到底想要什么，却没有什么具体的概念。 对于家暴，我想也是如此，虽然每个人都想终止家暴，但是这件事情是比较艰巨的。 所以，你希望在,寒潭玄曳...,一条小竿...,82,2018/4/1,6月17日,2020,5633781038
313,请问家庭暴力报警有用吗，警察会来调解吗？从小我爸在家都一副臭,请问家庭暴力报警有用吗，警察会来调解吗？ 从小我爸在家都一副臭硬脾气，弄得家里人整天提心吊胆敢怒不敢言，尤其喜欢欺负我妈，打我妈，小时候我无力反抗，现在虽然稍稍有了反抗力气，但是我也不能一辈子看着我妈，想让我爸妈离婚，但是短时间来看不现实，我就害怕万一哪天又因为啥破事我爸又打她，他这种真的是那种敢下狠手的人，心比较狠。今天就发生了这出事，我妈又体弱多病，他非但不理解又是言语威胁打我妈，我见状直接跟,一定要...,一条小竿...,3,2020/6/8,6月17日,2020,6736025958
314,如果家暴吧每人都发一下估计会有用。,如果家暴吧每人都发一下估计会有用。,早睡早睡,一条小竿...,2,2020/6/14,6月17日,2020,6747880016
315,我二姨今天视频骂我，事情起因是这样的，本来我跟表姐一起住的，,我二姨今天视频骂我，事情起因是这样的，本来我跟表姐一起住的，但是去年就没有一起住了，我表姐自己租房子了，今年疫情，我表姐不跟我联系，也不跟我家里人联系，我们打电话也不回，上个月20号，我晚上十点多，去她出租房子里看她，结果开门的是个男的，另外租客，那个男的觉得，我们很晚串门，就问我们跟我姐什么关系，我就解释是亲戚关系，我给那个男的看家人照片，我就问那个男租客，为什么我姐这么晚不在家，最近有没有回来，,Erika面包树,亭亭如盖...,18,2020/5/26,6月15日,2020,6705500762
316,家暴会给人留下阴影！在家我爸就有打过我妈，有次我挡在中间，结,家暴会给人留下阴影！ 在家我爸就有打过我妈，有次我挡在中间，结果也被我爸揍了。但是鼻血都砸了出来，只好认错，可是我没错，可如果不说错了的话还会被打！ 他打我时候的那个表情我一直都不能忘记！那是丑恶嘴脸，恶心的。 有次他酒喝醉（当时在外婆家）他和我妈妈起了冲突，然后打电话，他说如果我现在在他身边他就要把我掐死。说老子养你那么大，你这样？我哪样了？ 他根本没有养我，小时候就没怎么见过他，稍微大点才经常见到,AmyCJL08,AmyCJL08,21,2020/3/9,6月13日,2020,6538017053
317,佛力最能改变人心（转载）净土法门因为仰仗阿弥陀佛四十八愿的力,佛力最能改变人心（转载） 净土法门因为仰仗阿弥陀佛四十八愿的力量，简单、容易，让所有人都可以回心，都可以来念佛，都可以从心中改变自我。刚强众生在阿弥陀佛无量光明的加持下，就会变得柔软。 1.佛光给人欢喜 阿弥陀佛有十二种光：无量光、无边光、无碍光、清净光、欢喜光、智慧光、难思光、无称光、超日月光等，这种种的“光”就是我们众生所需要的。 众生心中有无明，有烦恼，有业障。如此有无明有烦恼的人，自自然然心就不和,贴吧用户_...,贴吧用户_...,0,2020/6/13,6月13日,2020,6745621296
318,为人父母，一定要记住，不管夫妻之间或是与其他家庭成员之间发生,为人父母，一定要记住，不管夫妻之间或是与其他家庭成员之间发生什么样的矛盾，不要把这种矛盾告诉给孩子，并且要对孩子善巧的解释这个矛盾，不要让孩子在很小的时候就在心中留下了阴影，更不要对孩子说某个家庭成员的不好，相反要多说对方的好处。多提家庭成员的好处是给孩子心中铺洒阳光。 我们绝对不能在孩子心中播撒仇恨的种子，这是给孩子灌毒药。会遗害孩子一生的。很多孩子为此生病，乃至送命。 正如一位大圣人所说的：“我,喜棉花...,喜棉花...,0,2020/6/12,6月12日,2020,6744310356
319,我前天也遭遇过家暴，起因是我们一群人带着孩子烧烤，有人负责串,我前天也遭遇过家暴，起因是我们一群人带着孩子烧烤，有人负责串串，有人负责看孩子，我负责干活孩子就和别的孩子一起交给别的妈妈看管，结果晚上他在喝酒，我先带孩子回来，孩子睡了，我洗澡时他回来了叫了我几声，但是我在洗澡出不去，就穿衣服想看看怎么了，结果他安静一会就疯狂踹门，骂骂骂咧咧的，我把门打开，他俩进来打我，他自己也醉滑倒，然后边打边说我没有关心他，还有让他儿子受欺负，但是我儿子并没有受别的小朋友欺,乐然BABY,何以解忧2...,1,2020/6/8,6月12日,2020,6734126199
320,我爸以前当过兵，后面因为行为不检点被开了出来。我爷爷是老革命,我爸以前当过兵，后面因为行为不检点被开了出来。我爷爷是老革命，上过战场，奶奶是以前跟着部队的炊事班。 我要开始讲了 我爸爸是被我爷爷奶奶惯大的，老两口很依着他，所以造成了现在的他。在我们县城里我爸很出名，外号冬瓜皮。当兵被除名后发展恶势力。在我们县里可以说横着走。在和我妈结婚前结婚过许多次，但后面都是因为恶劣的家暴不停的换,热心肠楊...,小哑巴l,20,2020/6/7,6月12日,2020,6732012833
